"busID","busLicense","busType","busSID"
"B001","LQ-3760","coach","1"
"B002","MK-1188","mini","2"
"B003","RT-2255","coach","3"
"B004","XZ-9911","double-decker","4"
"B005","AA-5555","coach","5"
"B006","BB-6666","mini","6"
"B007","CC-7777","coach","7"
"B008","DD-8888","shuttle","8"
"B009","EE-9999","coach","9"
"B010","FF-0001","mini","10"
"B001","LQ-3760","coach","11"
"B002","MK-1188","mini","12"
"B003","RT-2255","coach","13"
"B004","XZ-9911","double-decker","14"
"B005","AA-5555","coach","15"
"B006","BB-6666","mini","16"
"B007","CC-7777","coach","17"
"B008","DD-8888","shuttle","18"
"B009","EE-9999","coach","19"
"B010","FF-0001","mini","20"
"custSID","custID","custType"
"1","C0001","regular"
"2","C0002","senior"
"3","C0003","pwd"
"4","C0004","pregnant"
"5","C0005","student"
"dateSID","dateID","year","month","day"
"1757","2024-10-22","2024","October","22"
"1758","2024-10-23","2024","October","23"
"1759","2024-10-24","2024","October","24"
"1760","2024-10-25","2024","October","25"
"1761","2024-10-26","2024","October","26"
"1762","2024-10-27","2024","October","27"
"1763","2024-10-28","2024","October","28"
"1764","2024-10-29","2024","October","29"
"1765","2024-10-30","2024","October","30"
"1766","2024-10-31","2024","October","31"
"1767","2024-11-01","2024","November","1"
"1768","2024-11-02","2024","November","2"
"1769","2024-11-03","2024","November","3"
"1770","2024-11-04","2024","November","4"
"1771","2024-11-05","2024","November","5"
"1772","2024-11-06","2024","November","6"
"1773","2024-11-07","2024","November","7"
"1774","2024-11-08","2024","November","8"
"1775","2024-11-09","2024","November","9"
"1776","2024-11-10","2024","November","10"
"1777","2024-11-11","2024","November","11"
"1778","2024-11-12","2024","November","12"
"1779","2024-11-13","2024","November","13"
"1780","2024-11-14","2024","November","14"
"1781","2024-11-15","2024","November","15"
"1782","2024-11-16","2024","November","16"
"1783","2024-11-17","2024","November","17"
"1784","2024-11-18","2024","November","18"
"1785","2024-11-19","2024","November","19"
"1786","2024-11-20","2024","November","20"
"1787","2024-11-21","2024","November","21"
"1788","2024-11-22","2024","November","22"
"1789","2024-11-23","2024","November","23"
"1790","2024-11-24","2024","November","24"
"1791","2024-11-25","2024","November","25"
"1792","2024-11-26","2024","November","26"
"1793","2024-11-27","2024","November","27"
"1794","2024-11-28","2024","November","28"
"1795","2024-11-29","2024","November","29"
"1796","2024-11-30","2024","November","30"
"1797","2024-12-01","2024","December","1"
"1798","2024-12-02","2024","December","2"
"1799","2024-12-03","2024","December","3"
"1800","2024-12-04","2024","December","4"
"1801","2024-12-05","2024","December","5"
"1802","2024-12-06","2024","December","6"
"1803","2024-12-07","2024","December","7"
"1804","2024-12-08","2024","December","8"
"1805","2024-12-09","2024","December","9"
"1806","2024-12-10","2024","December","10"
"1807","2024-12-11","2024","December","11"
"1808","2024-12-12","2024","December","12"
"1809","2024-12-13","2024","December","13"
"1810","2024-12-14","2024","December","14"
"1811","2024-12-15","2024","December","15"
"1812","2024-12-16","2024","December","16"
"1813","2024-12-17","2024","December","17"
"1814","2024-12-18","2024","December","18"
"1815","2024-12-19","2024","December","19"
"1816","2024-12-20","2024","December","20"
"1817","2024-12-21","2024","December","21"
"1818","2024-12-22","2024","December","22"
"1819","2024-12-23","2024","December","23"
"1820","2024-12-24","2024","December","24"
"1821","2024-12-25","2024","December","25"
"1822","2024-12-26","2024","December","26"
"1823","2024-12-27","2024","December","27"
"1824","2024-12-28","2024","December","28"
"1825","2024-12-29","2024","December","29"
"1826","2024-12-30","2024","December","30"
"1827","2024-12-31","2024","December","31"
"1828","2025-01-01","2025","January","1"
"1829","2025-01-02","2025","January","2"
"1830","2025-01-03","2025","January","3"
"1831","2025-01-04","2025","January","4"
"1832","2025-01-05","2025","January","5"
"1833","2025-01-06","2025","January","6"
"1834","2025-01-07","2025","January","7"
"1835","2025-01-08","2025","January","8"
"1836","2025-01-09","2025","January","9"
"1837","2025-01-10","2025","January","10"
"1838","2025-01-11","2025","January","11"
"1839","2025-01-12","2025","January","12"
"1840","2025-01-13","2025","January","13"
"1841","2025-01-14","2025","January","14"
"1842","2025-01-15","2025","January","15"
"1843","2025-01-16","2025","January","16"
"1844","2025-01-17","2025","January","17"
"1845","2025-01-18","2025","January","18"
"1846","2025-01-19","2025","January","19"
"1847","2025-01-20","2025","January","20"
"1848","2025-01-21","2025","January","21"
"1849","2025-01-22","2025","January","22"
"1850","2025-01-23","2025","January","23"
"1851","2025-01-24","2025","January","24"
"1852","2025-01-25","2025","January","25"
"1853","2025-01-26","2025","January","26"
"1854","2025-01-27","2025","January","27"
"1855","2025-01-28","2025","January","28"
"1856","2025-01-29","2025","January","29"
"1857","2025-01-30","2025","January","30"
"1858","2025-01-31","2025","January","31"
"1859","2025-02-01","2025","February","1"
"1860","2025-02-02","2025","February","2"
"1861","2025-02-03","2025","February","3"
"1862","2025-02-04","2025","February","4"
"1863","2025-02-05","2025","February","5"
"1864","2025-02-06","2025","February","6"
"1865","2025-02-07","2025","February","7"
"1866","2025-02-08","2025","February","8"
"1867","2025-02-09","2025","February","9"
"1868","2025-02-10","2025","February","10"
"1869","2025-02-11","2025","February","11"
"1870","2025-02-12","2025","February","12"
"1871","2025-02-13","2025","February","13"
"1872","2025-02-14","2025","February","14"
"1873","2025-02-15","2025","February","15"
"1874","2025-02-16","2025","February","16"
"1875","2025-02-17","2025","February","17"
"1876","2025-02-18","2025","February","18"
"1877","2025-02-19","2025","February","19"
"1878","2025-02-20","2025","February","20"
"1879","2025-02-21","2025","February","21"
"1880","2025-02-22","2025","February","22"
"1881","2025-02-23","2025","February","23"
"1882","2025-02-24","2025","February","24"
"1883","2025-02-25","2025","February","25"
"1884","2025-02-26","2025","February","26"
"1885","2025-02-27","2025","February","27"
"1886","2025-02-28","2025","February","28"
"1887","2025-03-01","2025","March","1"
"1888","2025-03-02","2025","March","2"
"1889","2025-03-03","2025","March","3"
"1890","2025-03-04","2025","March","4"
"1891","2025-03-05","2025","March","5"
"1892","2025-03-06","2025","March","6"
"1893","2025-03-07","2025","March","7"
"1894","2025-03-08","2025","March","8"
"1895","2025-03-09","2025","March","9"
"1896","2025-03-10","2025","March","10"
"1897","2025-03-11","2025","March","11"
"1898","2025-03-12","2025","March","12"
"1899","2025-03-13","2025","March","13"
"1900","2025-03-14","2025","March","14"
"1901","2025-03-15","2025","March","15"
"1902","2025-03-16","2025","March","16"
"1903","2025-03-17","2025","March","17"
"1904","2025-03-18","2025","March","18"
"1905","2025-03-19","2025","March","19"
"1906","2025-03-20","2025","March","20"
"1907","2025-03-21","2025","March","21"
"1908","2025-03-22","2025","March","22"
"1909","2025-03-23","2025","March","23"
"1910","2025-03-24","2025","March","24"
"1911","2025-03-25","2025","March","25"
"1912","2025-03-26","2025","March","26"
"1913","2025-03-27","2025","March","27"
"1914","2025-03-28","2025","March","28"
"1915","2025-03-29","2025","March","29"
"1916","2025-03-30","2025","March","30"
"1917","2025-03-31","2025","March","31"
"1918","2025-04-01","2025","April","1"
"1919","2025-04-02","2025","April","2"
"1920","2025-04-03","2025","April","3"
"1921","2025-04-04","2025","April","4"
"1922","2025-04-05","2025","April","5"
"1923","2025-04-06","2025","April","6"
"1924","2025-04-07","2025","April","7"
"1925","2025-04-08","2025","April","8"
"1926","2025-04-09","2025","April","9"
"1927","2025-04-10","2025","April","10"
"1928","2025-04-11","2025","April","11"
"1929","2025-04-12","2025","April","12"
"1930","2025-04-13","2025","April","13"
"1931","2025-04-14","2025","April","14"
"1932","2025-04-15","2025","April","15"
"1933","2025-04-16","2025","April","16"
"1934","2025-04-17","2025","April","17"
"1935","2025-04-18","2025","April","18"
"1936","2025-04-19","2025","April","19"
"1937","2025-04-20","2025","April","20"
"1938","2025-04-21","2025","April","21"
"1939","2025-04-22","2025","April","22"
"1940","2025-04-23","2025","April","23"
"1941","2025-04-24","2025","April","24"
"1942","2025-04-25","2025","April","25"
"1943","2025-04-26","2025","April","26"
"1944","2025-04-27","2025","April","27"
"1945","2025-04-28","2025","April","28"
"1946","2025-04-29","2025","April","29"
"1947","2025-04-30","2025","April","30"
"1948","2025-05-01","2025","May","1"
"1949","2025-05-02","2025","May","2"
"1950","2025-05-03","2025","May","3"
"1951","2025-05-04","2025","May","4"
"1952","2025-05-05","2025","May","5"
"1953","2025-05-06","2025","May","6"
"1954","2025-05-07","2025","May","7"
"1955","2025-05-08","2025","May","8"
"1956","2025-05-09","2025","May","9"
"1957","2025-05-10","2025","May","10"
"1958","2025-05-11","2025","May","11"
"1959","2025-05-12","2025","May","12"
"1960","2025-05-13","2025","May","13"
"1961","2025-05-14","2025","May","14"
"1962","2025-05-15","2025","May","15"
"1963","2025-05-16","2025","May","16"
"1964","2025-05-17","2025","May","17"
"1965","2025-05-18","2025","May","18"
"1966","2025-05-19","2025","May","19"
"1967","2025-05-20","2025","May","20"
"1968","2025-05-21","2025","May","21"
"1969","2025-05-22","2025","May","22"
"1970","2025-05-23","2025","May","23"
"1971","2025-05-24","2025","May","24"
"1972","2025-05-25","2025","May","25"
"1973","2025-05-26","2025","May","26"
"1974","2025-05-27","2025","May","27"
"1975","2025-05-28","2025","May","28"
"1976","2025-05-29","2025","May","29"
"1977","2025-05-30","2025","May","30"
"1978","2025-05-31","2025","May","31"
"1979","2025-06-01","2025","June","1"
"1980","2025-06-02","2025","June","2"
"1981","2025-06-03","2025","June","3"
"1982","2025-06-04","2025","June","4"
"1983","2025-06-05","2025","June","5"
"1984","2025-06-06","2025","June","6"
"1985","2025-06-07","2025","June","7"
"1986","2025-06-08","2025","June","8"
"1987","2025-06-09","2025","June","9"
"1988","2025-06-10","2025","June","10"
"1989","2025-06-11","2025","June","11"
"1990","2025-06-12","2025","June","12"
"1991","2025-06-13","2025","June","13"
"1992","2025-06-14","2025","June","14"
"1993","2025-06-15","2025","June","15"
"1994","2025-06-16","2025","June","16"
"1995","2025-06-17","2025","June","17"
"1996","2025-06-18","2025","June","18"
"1997","2025-06-19","2025","June","19"
"1998","2025-06-20","2025","June","20"
"1999","2025-06-21","2025","June","21"
"2000","2025-06-22","2025","June","22"
"2001","2025-06-23","2025","June","23"
"2002","2025-06-24","2025","June","24"
"2003","2025-06-25","2025","June","25"
"2004","2025-06-26","2025","June","26"
"2005","2025-06-27","2025","June","27"
"2006","2025-06-28","2025","June","28"
"2007","2025-06-29","2025","June","29"
"2008","2025-06-30","2025","June","30"
"2009","2025-07-01","2025","July","1"
"2010","2025-07-02","2025","July","2"
"2011","2025-07-03","2025","July","3"
"2012","2025-07-04","2025","July","4"
"2013","2025-07-05","2025","July","5"
"2014","2025-07-06","2025","July","6"
"2015","2025-07-07","2025","July","7"
"2016","2025-07-08","2025","July","8"
"2017","2025-07-09","2025","July","9"
"2018","2025-07-10","2025","July","10"
"2019","2025-07-11","2025","July","11"
"2020","2025-07-12","2025","July","12"
"2021","2025-07-13","2025","July","13"
"2022","2025-07-14","2025","July","14"
"2023","2025-07-15","2025","July","15"
"2024","2025-07-16","2025","July","16"
"2025","2025-07-17","2025","July","17"
"2026","2025-07-18","2025","July","18"
"2027","2025-07-19","2025","July","19"
"2028","2025-07-20","2025","July","20"
"2029","2025-07-21","2025","July","21"
"2030","2025-07-22","2025","July","22"
"2031","2025-07-23","2025","July","23"
"2032","2025-07-24","2025","July","24"
"2033","2025-07-25","2025","July","25"
"2034","2025-07-26","2025","July","26"
"2035","2025-07-27","2025","July","27"
"2036","2025-07-28","2025","July","28"
"2037","2025-07-29","2025","July","29"
"2038","2025-07-30","2025","July","30"
"2039","2025-07-31","2025","July","31"
"2040","2025-08-01","2025","August","1"
"2041","2025-08-02","2025","August","2"
"2042","2025-08-03","2025","August","3"
"2043","2025-08-04","2025","August","4"
"2044","2025-08-05","2025","August","5"
"2045","2025-08-06","2025","August","6"
"2046","2025-08-07","2025","August","7"
"2047","2025-08-08","2025","August","8"
"2048","2025-08-09","2025","August","9"
"2049","2025-08-10","2025","August","10"
"2050","2025-08-11","2025","August","11"
"2051","2025-08-12","2025","August","12"
"2052","2025-08-13","2025","August","13"
"2053","2025-08-14","2025","August","14"
"2054","2025-08-15","2025","August","15"
"2055","2025-08-16","2025","August","16"
"2056","2025-08-17","2025","August","17"
"2057","2025-08-18","2025","August","18"
"2058","2025-08-19","2025","August","19"
"2059","2025-08-20","2025","August","20"
"2060","2025-08-21","2025","August","21"
"2061","2025-08-22","2025","August","22"
"2062","2025-08-23","2025","August","23"
"2063","2025-08-24","2025","August","24"
"2064","2025-08-25","2025","August","25"
"2065","2025-08-26","2025","August","26"
"2066","2025-08-27","2025","August","27"
"2067","2025-08-28","2025","August","28"
"2068","2025-08-29","2025","August","29"
"2069","2025-08-30","2025","August","30"
"2070","2025-08-31","2025","August","31"
"2071","2025-09-01","2025","September","1"
"2072","2025-09-02","2025","September","2"
"2073","2025-09-03","2025","September","3"
"2074","2025-09-04","2025","September","4"
"2075","2025-09-05","2025","September","5"
"2076","2025-09-06","2025","September","6"
"2077","2025-09-07","2025","September","7"
"2078","2025-09-08","2025","September","8"
"2079","2025-09-09","2025","September","9"
"2080","2025-09-10","2025","September","10"
"2081","2025-09-11","2025","September","11"
"2082","2025-09-12","2025","September","12"
"2083","2025-09-13","2025","September","13"
"2084","2025-09-14","2025","September","14"
"2085","2025-09-15","2025","September","15"
"2086","2025-09-16","2025","September","16"
"2087","2025-09-17","2025","September","17"
"2088","2025-09-18","2025","September","18"
"2089","2025-09-19","2025","September","19"
"2090","2025-09-20","2025","September","20"
"2091","2025-09-21","2025","September","21"
"2092","2025-09-22","2025","September","22"
"2093","2025-09-23","2025","September","23"
"2094","2025-09-24","2025","September","24"
"2095","2025-09-25","2025","September","25"
"2096","2025-09-26","2025","September","26"
"2097","2025-09-27","2025","September","27"
"2098","2025-09-28","2025","September","28"
"2099","2025-09-29","2025","September","29"
"2100","2025-09-30","2025","September","30"
"2101","2025-10-01","2025","October","1"
"2102","2025-10-02","2025","October","2"
"2103","2025-10-03","2025","October","3"
"2104","2025-10-04","2025","October","4"
"2105","2025-10-05","2025","October","5"
"2106","2025-10-06","2025","October","6"
"2107","2025-10-07","2025","October","7"
"2108","2025-10-08","2025","October","8"
"2109","2025-10-09","2025","October","9"
"2110","2025-10-10","2025","October","10"
"2111","2025-10-11","2025","October","11"
"2112","2025-10-12","2025","October","12"
"2113","2025-10-13","2025","October","13"
"2114","2025-10-14","2025","October","14"
"2115","2025-10-15","2025","October","15"
"2116","2025-10-16","2025","October","16"
"2117","2025-10-17","2025","October","17"
"2118","2025-10-18","2025","October","18"
"2119","2025-10-19","2025","October","19"
"2120","2025-10-20","2025","October","20"
"2121","2025-10-21","2025","October","21"
"2122","2025-10-22","2025","October","22"
"2123","2025-10-23","2025","October","23"
"2124","2025-10-24","2025","October","24"
"2125","2025-10-25","2025","October","25"
"2126","2025-10-26","2025","October","26"
"2127","2025-10-27","2025","October","27"
"2128","2025-10-28","2025","October","28"
"2129","2025-10-29","2025","October","29"
"2130","2025-10-30","2025","October","30"
"2131","2025-10-31","2025","October","31"
"2132","2025-11-01","2025","November","1"
"2133","2025-11-02","2025","November","2"
"2134","2025-11-03","2025","November","3"
"2135","2025-11-04","2025","November","4"
"2136","2025-11-05","2025","November","5"
"2137","2025-11-06","2025","November","6"
"2138","2025-11-07","2025","November","7"
"2139","2025-11-08","2025","November","8"
"2140","2025-11-09","2025","November","9"
"2141","2025-11-10","2025","November","10"
"2142","2025-11-11","2025","November","11"
"2143","2025-11-12","2025","November","12"
"2144","2025-11-13","2025","November","13"
"2145","2025-11-14","2025","November","14"
"2146","2025-11-15","2025","November","15"
"2147","2025-11-16","2025","November","16"
"2148","2025-11-17","2025","November","17"
"2149","2025-11-18","2025","November","18"
"2150","2025-11-19","2025","November","19"
"2151","2025-11-20","2025","November","20"
"2152","2025-11-21","2025","November","21"
"2153","2025-11-22","2025","November","22"
"2154","2025-11-23","2025","November","23"
"2155","2025-11-24","2025","November","24"
"2156","2025-11-25","2025","November","25"
"2157","2025-11-26","2025","November","26"
"2158","2025-11-27","2025","November","27"
"2159","2025-11-28","2025","November","28"
"2160","2025-11-29","2025","November","29"
"2161","2025-11-30","2025","November","30"
"2162","2025-12-01","2025","December","1"
"2163","2025-12-02","2025","December","2"
"2164","2025-12-03","2025","December","3"
"2165","2025-12-04","2025","December","4"
"2166","2025-12-05","2025","December","5"
"2167","2025-12-06","2025","December","6"
"2168","2025-12-07","2025","December","7"
"2169","2025-12-08","2025","December","8"
"2170","2025-12-09","2025","December","9"
"2171","2025-12-10","2025","December","10"
"2172","2025-12-11","2025","December","11"
"2173","2025-12-12","2025","December","12"
"2174","2025-12-13","2025","December","13"
"2175","2025-12-14","2025","December","14"
"2176","2025-12-15","2025","December","15"
"2177","2025-12-16","2025","December","16"
"2178","2025-12-17","2025","December","17"
"2179","2025-12-18","2025","December","18"
"2180","2025-12-19","2025","December","19"
"2181","2025-12-20","2025","December","20"
"2182","2025-12-21","2025","December","21"
"2183","2025-12-22","2025","December","22"
"2184","2025-12-23","2025","December","23"
"2185","2025-12-24","2025","December","24"
"2186","2025-12-25","2025","December","25"
"2187","2025-12-26","2025","December","26"
"2188","2025-12-27","2025","December","27"
"2189","2025-12-28","2025","December","28"
"2190","2025-12-29","2025","December","29"
"2191","2025-12-30","2025","December","30"
"2192","2025-12-31","2025","December","31"
"2193","2020-01-01","2020","January","1"
"2194","2020-01-02","2020","January","2"
"2195","2020-01-03","2020","January","3"
"2196","2020-01-04","2020","January","4"
"2197","2020-01-05","2020","January","5"
"2198","2020-01-06","2020","January","6"
"2199","2020-01-07","2020","January","7"
"2200","2020-01-08","2020","January","8"
"2201","2020-01-09","2020","January","9"
"2202","2020-01-10","2020","January","10"
"2203","2020-01-11","2020","January","11"
"2204","2020-01-12","2020","January","12"
"2205","2020-01-13","2020","January","13"
"2206","2020-01-14","2020","January","14"
"2207","2020-01-15","2020","January","15"
"2208","2020-01-16","2020","January","16"
"2209","2020-01-17","2020","January","17"
"2210","2020-01-18","2020","January","18"
"2211","2020-01-19","2020","January","19"
"2212","2020-01-20","2020","January","20"
"2213","2020-01-21","2020","January","21"
"2214","2020-01-22","2020","January","22"
"2215","2020-01-23","2020","January","23"
"2216","2020-01-24","2020","January","24"
"2217","2020-01-25","2020","January","25"
"2218","2020-01-26","2020","January","26"
"2219","2020-01-27","2020","January","27"
"2220","2020-01-28","2020","January","28"
"2221","2020-01-29","2020","January","29"
"2222","2020-01-30","2020","January","30"
"2223","2020-01-31","2020","January","31"
"2224","2020-02-01","2020","February","1"
"2225","2020-02-02","2020","February","2"
"2226","2020-02-03","2020","February","3"
"2227","2020-02-04","2020","February","4"
"2228","2020-02-05","2020","February","5"
"2229","2020-02-06","2020","February","6"
"2230","2020-02-07","2020","February","7"
"2231","2020-02-08","2020","February","8"
"2232","2020-02-09","2020","February","9"
"2233","2020-02-10","2020","February","10"
"2234","2020-02-11","2020","February","11"
"2235","2020-02-12","2020","February","12"
"2236","2020-02-13","2020","February","13"
"2237","2020-02-14","2020","February","14"
"2238","2020-02-15","2020","February","15"
"2239","2020-02-16","2020","February","16"
"2240","2020-02-17","2020","February","17"
"2241","2020-02-18","2020","February","18"
"2242","2020-02-19","2020","February","19"
"2243","2020-02-20","2020","February","20"
"2244","2020-02-21","2020","February","21"
"2245","2020-02-22","2020","February","22"
"2246","2020-02-23","2020","February","23"
"2247","2020-02-24","2020","February","24"
"2248","2020-02-25","2020","February","25"
"2249","2020-02-26","2020","February","26"
"2250","2020-02-27","2020","February","27"
"2251","2020-02-28","2020","February","28"
"2252","2020-02-29","2020","February","29"
"2253","2020-03-01","2020","March","1"
"2254","2020-03-02","2020","March","2"
"2255","2020-03-03","2020","March","3"
"2256","2020-03-04","2020","March","4"
"2257","2020-03-05","2020","March","5"
"2258","2020-03-06","2020","March","6"
"2259","2020-03-07","2020","March","7"
"2260","2020-03-08","2020","March","8"
"2261","2020-03-09","2020","March","9"
"2262","2020-03-10","2020","March","10"
"2263","2020-03-11","2020","March","11"
"2264","2020-03-12","2020","March","12"
"2265","2020-03-13","2020","March","13"
"2266","2020-03-14","2020","March","14"
"2267","2020-03-15","2020","March","15"
"2268","2020-03-16","2020","March","16"
"2269","2020-03-17","2020","March","17"
"2270","2020-03-18","2020","March","18"
"2271","2020-03-19","2020","March","19"
"2272","2020-03-20","2020","March","20"
"2273","2020-03-21","2020","March","21"
"2274","2020-03-22","2020","March","22"
"2275","2020-03-23","2020","March","23"
"2276","2020-03-24","2020","March","24"
"2277","2020-03-25","2020","March","25"
"2278","2020-03-26","2020","March","26"
"2279","2020-03-27","2020","March","27"
"2280","2020-03-28","2020","March","28"
"2281","2020-03-29","2020","March","29"
"2282","2020-03-30","2020","March","30"
"2283","2020-03-31","2020","March","31"
"2284","2020-04-01","2020","April","1"
"2285","2020-04-02","2020","April","2"
"2286","2020-04-03","2020","April","3"
"2287","2020-04-04","2020","April","4"
"2288","2020-04-05","2020","April","5"
"2289","2020-04-06","2020","April","6"
"2290","2020-04-07","2020","April","7"
"2291","2020-04-08","2020","April","8"
"2292","2020-04-09","2020","April","9"
"2293","2020-04-10","2020","April","10"
"2294","2020-04-11","2020","April","11"
"2295","2020-04-12","2020","April","12"
"2296","2020-04-13","2020","April","13"
"2297","2020-04-14","2020","April","14"
"2298","2020-04-15","2020","April","15"
"2299","2020-04-16","2020","April","16"
"2300","2020-04-17","2020","April","17"
"2301","2020-04-18","2020","April","18"
"2302","2020-04-19","2020","April","19"
"2303","2020-04-20","2020","April","20"
"2304","2020-04-21","2020","April","21"
"2305","2020-04-22","2020","April","22"
"2306","2020-04-23","2020","April","23"
"2307","2020-04-24","2020","April","24"
"2308","2020-04-25","2020","April","25"
"2309","2020-04-26","2020","April","26"
"2310","2020-04-27","2020","April","27"
"2311","2020-04-28","2020","April","28"
"2312","2020-04-29","2020","April","29"
"2313","2020-04-30","2020","April","30"
"2314","2020-05-01","2020","May","1"
"2315","2020-05-02","2020","May","2"
"2316","2020-05-03","2020","May","3"
"2317","2020-05-04","2020","May","4"
"2318","2020-05-05","2020","May","5"
"2319","2020-05-06","2020","May","6"
"2320","2020-05-07","2020","May","7"
"2321","2020-05-08","2020","May","8"
"2322","2020-05-09","2020","May","9"
"2323","2020-05-10","2020","May","10"
"2324","2020-05-11","2020","May","11"
"2325","2020-05-12","2020","May","12"
"2326","2020-05-13","2020","May","13"
"2327","2020-05-14","2020","May","14"
"2328","2020-05-15","2020","May","15"
"2329","2020-05-16","2020","May","16"
"2330","2020-05-17","2020","May","17"
"2331","2020-05-18","2020","May","18"
"2332","2020-05-19","2020","May","19"
"2333","2020-05-20","2020","May","20"
"2334","2020-05-21","2020","May","21"
"2335","2020-05-22","2020","May","22"
"2336","2020-05-23","2020","May","23"
"2337","2020-05-24","2020","May","24"
"2338","2020-05-25","2020","May","25"
"2339","2020-05-26","2020","May","26"
"2340","2020-05-27","2020","May","27"
"2341","2020-05-28","2020","May","28"
"2342","2020-05-29","2020","May","29"
"2343","2020-05-30","2020","May","30"
"2344","2020-05-31","2020","May","31"
"2345","2020-06-01","2020","June","1"
"2346","2020-06-02","2020","June","2"
"2347","2020-06-03","2020","June","3"
"2348","2020-06-04","2020","June","4"
"2349","2020-06-05","2020","June","5"
"2350","2020-06-06","2020","June","6"
"2351","2020-06-07","2020","June","7"
"2352","2020-06-08","2020","June","8"
"2353","2020-06-09","2020","June","9"
"2354","2020-06-10","2020","June","10"
"2355","2020-06-11","2020","June","11"
"2356","2020-06-12","2020","June","12"
"2357","2020-06-13","2020","June","13"
"2358","2020-06-14","2020","June","14"
"2359","2020-06-15","2020","June","15"
"2360","2020-06-16","2020","June","16"
"2361","2020-06-17","2020","June","17"
"2362","2020-06-18","2020","June","18"
"2363","2020-06-19","2020","June","19"
"2364","2020-06-20","2020","June","20"
"2365","2020-06-21","2020","June","21"
"2366","2020-06-22","2020","June","22"
"2367","2020-06-23","2020","June","23"
"2368","2020-06-24","2020","June","24"
"2369","2020-06-25","2020","June","25"
"2370","2020-06-26","2020","June","26"
"2371","2020-06-27","2020","June","27"
"2372","2020-06-28","2020","June","28"
"2373","2020-06-29","2020","June","29"
"2374","2020-06-30","2020","June","30"
"2375","2020-07-01","2020","July","1"
"2376","2020-07-02","2020","July","2"
"2377","2020-07-03","2020","July","3"
"2378","2020-07-04","2020","July","4"
"2379","2020-07-05","2020","July","5"
"2380","2020-07-06","2020","July","6"
"2381","2020-07-07","2020","July","7"
"2382","2020-07-08","2020","July","8"
"2383","2020-07-09","2020","July","9"
"2384","2020-07-10","2020","July","10"
"2385","2020-07-11","2020","July","11"
"2386","2020-07-12","2020","July","12"
"2387","2020-07-13","2020","July","13"
"2388","2020-07-14","2020","July","14"
"2389","2020-07-15","2020","July","15"
"2390","2020-07-16","2020","July","16"
"2391","2020-07-17","2020","July","17"
"2392","2020-07-18","2020","July","18"
"2393","2020-07-19","2020","July","19"
"2394","2020-07-20","2020","July","20"
"2395","2020-07-21","2020","July","21"
"2396","2020-07-22","2020","July","22"
"2397","2020-07-23","2020","July","23"
"2398","2020-07-24","2020","July","24"
"2399","2020-07-25","2020","July","25"
"2400","2020-07-26","2020","July","26"
"2401","2020-07-27","2020","July","27"
"2402","2020-07-28","2020","July","28"
"2403","2020-07-29","2020","July","29"
"2404","2020-07-30","2020","July","30"
"2405","2020-07-31","2020","July","31"
"2406","2020-08-01","2020","August","1"
"2407","2020-08-02","2020","August","2"
"2408","2020-08-03","2020","August","3"
"2409","2020-08-04","2020","August","4"
"2410","2020-08-05","2020","August","5"
"2411","2020-08-06","2020","August","6"
"2412","2020-08-07","2020","August","7"
"2413","2020-08-08","2020","August","8"
"2414","2020-08-09","2020","August","9"
"2415","2020-08-10","2020","August","10"
"2416","2020-08-11","2020","August","11"
"2417","2020-08-12","2020","August","12"
"2418","2020-08-13","2020","August","13"
"2419","2020-08-14","2020","August","14"
"2420","2020-08-15","2020","August","15"
"2421","2020-08-16","2020","August","16"
"2422","2020-08-17","2020","August","17"
"2423","2020-08-18","2020","August","18"
"2424","2020-08-19","2020","August","19"
"2425","2020-08-20","2020","August","20"
"2426","2020-08-21","2020","August","21"
"2427","2020-08-22","2020","August","22"
"2428","2020-08-23","2020","August","23"
"2429","2020-08-24","2020","August","24"
"2430","2020-08-25","2020","August","25"
"2431","2020-08-26","2020","August","26"
"2432","2020-08-27","2020","August","27"
"2433","2020-08-28","2020","August","28"
"2434","2020-08-29","2020","August","29"
"2435","2020-08-30","2020","August","30"
"2436","2020-08-31","2020","August","31"
"2437","2020-09-01","2020","September","1"
"2438","2020-09-02","2020","September","2"
"2439","2020-09-03","2020","September","3"
"2440","2020-09-04","2020","September","4"
"2441","2020-09-05","2020","September","5"
"2442","2020-09-06","2020","September","6"
"2443","2020-09-07","2020","September","7"
"2444","2020-09-08","2020","September","8"
"2445","2020-09-09","2020","September","9"
"2446","2020-09-10","2020","September","10"
"2447","2020-09-11","2020","September","11"
"2448","2020-09-12","2020","September","12"
"2449","2020-09-13","2020","September","13"
"2450","2020-09-14","2020","September","14"
"2451","2020-09-15","2020","September","15"
"2452","2020-09-16","2020","September","16"
"2453","2020-09-17","2020","September","17"
"2454","2020-09-18","2020","September","18"
"2455","2020-09-19","2020","September","19"
"2456","2020-09-20","2020","September","20"
"2457","2020-09-21","2020","September","21"
"2458","2020-09-22","2020","September","22"
"2459","2020-09-23","2020","September","23"
"2460","2020-09-24","2020","September","24"
"2461","2020-09-25","2020","September","25"
"2462","2020-09-26","2020","September","26"
"2463","2020-09-27","2020","September","27"
"2464","2020-09-28","2020","September","28"
"2465","2020-09-29","2020","September","29"
"2466","2020-09-30","2020","September","30"
"2467","2020-10-01","2020","October","1"
"2468","2020-10-02","2020","October","2"
"2469","2020-10-03","2020","October","3"
